Date,ticker,Open,High,Low,Close,Volume,return_1d,log_return_1d,volatility_7d,volatility_14d,volatility_30d,volatility_60d,ma_20_ratio,ma_50_ratio,ma_200_ratio,momentum_7d,momentum_14d,momentum_30d,momentum_60d,drawdown,high_low_range,volume_change,vix_close,vix_return_1d,vix_volatility_30d,target_return_1d,target_direction_1d,india_vix_close,asset_vix_close
2010-03-30,^GSPC,1173.75,1177.8299560546875,1168.9200439453125,1173.27001953125,4085000000.0,4.265937281555665e-05,4.26584629303888e-05,0.0045517598979276,0.0042890500329567,0.0051714310943777,,0.0160966444070078,,,0.0115268513111217,0.0241443724595322,0.0716066973829812,0.0323355500725428,-0.0007665196525014,0.0076223452198684,-0.0664094817144241,17.1299991607666,-0.0261512784440546,0.0339966119400081,-0.0032728747486845,0,19.799999237060547,17.1299991607666
2010-03-31,^GSPC,1171.75,1174.56005859375,1165.77001953125,1169.4300537109375,4484340000.0,-0.0032728747486845,-0.0032782423180327,0.0045940164763663,0.0044270045901063,0.0052565284743196,,0.0105551326319124,,,0.0031051328563369,0.0166835300802332,0.0635920030961945,0.0283958339751881,-0.0040368856783709,0.0075401141865309,0.0977576499388004,17.59000015258789,0.0268535326536876,0.0344458110071365,0.0074138011482498,1,19.8700008392334,17.59000015258789
2010-04-01,^GSPC,1171.22998046875,1181.4300537109375,1170.68994140625,1178.0999755859375,4006870000.0,0.0074138011482498,0.0073864540055243,0.0046537376139145,0.0047014673454899,0.0052831913296102,,0.01562795029562,,,0.0033469868022011,0.0244436782843939,0.0644680149861645,0.0318913505840652,0.0,0.009174173215998,-0.106474977365677,17.469999313354492,-0.0068221056391374,0.0334419113251174,0.0079279908444673,1,17.6200008392334,17.469999313354492
2010-04-05,^GSPC,1178.7099609375,1187.72998046875,1178.7099609375,1187.43994140625,3881620000.0,0.0079279908444673,0.0078967294430878,0.004542802366596,0.004961693688171,0.0053894266957589,,0.0215336866221502,,,0.0168875853782399,0.0320987486655142,0.0705661840474269,0.0370835836973473,0.0,0.0076524504162804,-0.0312588129886919,17.020000457763672,-0.0257583785505263,0.0333524668951138,0.0016842957106795,1,17.170000076293945,17.020000457763672
2010-04-06,^GSPC,1186.010009765625,1191.800048828125,1182.77001953125,1189.43994140625,4086180000.0,0.0016842957106795,0.001682878875349,0.0041996559387262,0.004701776682778,0.005354098475887,,0.0210170634076385,,,0.020339153435829,0.0258568484283918,0.0734920541537793,0.0370189206965472,0.0,0.0076346450685769,0.0526996460240827,16.229999542236328,-0.046416033741467,0.034202786560876,-0.0058767071720416,0,17.200000762939453,16.229999542236328
2010-04-07,^GSPC,1188.22998046875,1189.5999755859375,1177.25,1182.449951171875,5101430000.0,-0.0058767071720416,-0.005894042967262,0.0053505533978529,0.0049706616537866,0.0048723265929585,,0.0131904242703717,,,0.0135951669534635,0.0139254429119435,0.080257607843369,0.0406875267648583,-0.0058767071720416,0.010490529272404,0.2484594413364071,16.6200008392334,0.0240296554526786,0.0314505316577682,0.0033743417473361,1,17.31999969482422,16.6200008392334
2010-04-08,^GSPC,1181.75,1188.550048828125,1175.1199951171875,1186.43994140625,4726970000.0,0.0033743417473361,0.0033686614308549,0.0051489362255206,0.0049930772456369,0.0046861946991332,,0.0148340547062868,,,0.0112681091638784,0.0176783803199818,0.0734681624708999,0.0355770248101015,-0.0025221954430529,0.0114286658100801,-0.0734029478009107,16.479999542236328,-0.0084236636538899,0.0303553193755525,0.006683906562972,1,19.920000076293945,16.479999542236328
2010-04-09,^GSPC,1187.469970703125,1194.6600341796875,1187.1500244140625,1194.3699951171875,4511570000.0,0.006683906562972,0.0066616682968316,0.0054162064177793,0.0048298010788548,0.0046719077711893,,0.0196925903139939,,,0.0179839041607552,0.0297180532611316,0.0828966748582558,0.0399753023537805,0.0,0.0063260831497111,-0.0455683027393869,16.139999389648438,-0.0206310777932068,0.0304646248741145,0.0017666094762833,1,18.440000534057617,16.139999389648438
2010-04-12,^GSPC,1194.93994140625,1199.199951171875,1194.7099609375,1196.47998046875,4607090000.0,0.0017666094762833,0.0017650508571401,0.0048126481173331,0.0047525747506674,0.0046690041248483,,0.0194708083957559,,,0.0231308633397742,0.0263078205998628,0.0832873009694317,0.0532115785788598,0.0,0.0037582261646598,0.0211722305095565,15.579999923706056,-0.0346963746666274,0.0306033602865502,0.0006854008197059,1,20.049999237060547,15.579999923706056
2010-04-13,^GSPC,1195.93994140625,1199.0400390625,1188.8199462890625,1197.300048828125,5403580000.0,0.0006854008197059,0.0006851660398368,0.0045124486592259,0.0045054723250887,0.0044615651824788,,0.0181400021108566,,,0.0162974905696251,0.019699024857672,0.0731284032115902,,0.0,0.0085968382389105,0.1728835338575978,16.200000762939453,0.0397946625333431,0.0317488404939203,0.0111500668516668,1,20.139999389648438,16.200000762939453
2010-04-14,^GSPC,1198.68994140625,1210.6500244140625,1198.68994140625,1210.6500244140625,5760040000.0,0.0111500668516668,0.0110883630999086,0.005278970729079,0.004735505574512,0.0047410361721224,,0.027256499696328,,,0.0195463216272862,0.0367639971808375,0.082570987456223,0.0525286638074671,0.0,0.0099776285715564,0.0659673771832747,15.59000015258789,-0.0376543568903436,0.0322862983036882,0.0008425387276917,1,20.139999389648438,15.59000015258789
2010-04-15,^GSPC,1210.77001953125,1213.9200439453125,1208.5,1211.6700439453125,5995330000.0,0.0008425387276917,0.0008421839911768,0.0053175661923157,0.004604867430842,0.0047349295215242,,0.0261429002675264,,,0.0186895544408742,0.0394088375921237,0.0830182622654043,0.0646989581697563,0.0,0.0044849349981899,0.0408486746619816,15.890000343322754,0.0192431166002948,0.0325938308575043,-0.0161265347444554,0,21.579999923706055,15.890000343322754
2010-04-16,^GSPC,1210.1700439453125,1210.1700439453125,1186.77001953125,1192.1300048828125,8108470000.0,-0.0161265347444554,-0.016257982418547,0.0085120227420108,0.0068413255623598,0.0058406953980668,,0.0084716832522102,,,0.0081864384207923,0.0218929013713409,0.0615867173512969,0.067757618351832,-0.0161265347444554,0.0197174044077259,0.3524643347405396,18.36000061035156,0.1554436887137475,0.0438354363133473,0.0045213312527665,1,21.780000686645508,18.36000061035156
2010-04-19,^GSPC,1192.06005859375,1197.8699951171875,1183.6800537109375,1197.52001953125,6597740000.0,0.0045213312527665,0.0045111407395297,0.008571760638137,0.0067944749853889,0.0054096906291498,,0.0114219281799046,,,0.0093389287888159,0.0207122700217603,0.051655458752625,0.096871115281397,-0.0116781168972277,0.0119879872620674,-0.186315050804899,17.34000015258789,-0.0555555786413526,0.0431418906959682,0.0080583407848495,1,22.65999984741211,17.34000015258789
