Date,ticker,Open,High,Low,Close,Volume,return_1d,log_return_1d,volatility_7d,volatility_14d,volatility_30d,volatility_60d,ma_20_ratio,ma_50_ratio,ma_200_ratio,momentum_7d,momentum_14d,momentum_30d,momentum_60d,drawdown,high_low_range,volume_change,vix_close,vix_return_1d,vix_volatility_30d,target_return_1d,target_direction_1d
2010-03-30,^GSPC,1173.75,1177.8299560546875,1168.9200439453125,1173.27001953125,4085000000.0,4.265937281555665e-05,4.26584629303888e-05,0.004551759897927631,0.00428905003295672,0.005171431094377772,,0.016096644407007865,,,0.011526851311121744,0.02414437245953227,0.0716066973829812,0.03233555007254285,-0.0007665196525014073,0.007622345219868487,-0.06640948171442418,17.1299991607666,-0.026151278444054626,0.03399661194000812,-0.00327287474868454,0
2010-03-31,^GSPC,1171.75,1174.56005859375,1165.77001953125,1169.4300537109375,4484340000.0,-0.00327287474868454,-0.00327824231803275,0.004594016476366306,0.00442700459010631,0.00525652847431966,,0.010555132631912434,,,0.0031051328563369562,0.016683530080233266,0.0635920030961945,0.02839583397518819,-0.004036885678370905,0.0075401141865309995,0.09775764993880043,17.59000015258789,0.026853532653687617,0.034445811007136576,0.0074138011482498545,1
2010-04-01,^GSPC,1171.22998046875,1181.4300537109375,1170.68994140625,1178.0999755859375,4006870000.0,0.0074138011482498545,0.007386454005524301,0.0046537376139145275,0.004701467345489978,0.00528319132961027,,0.01562795029562003,,,0.003346986802201135,0.024443678284393977,0.0644680149861645,0.031891350584065226,0.0,0.009174173215998005,-0.10647497736567701,17.469999313354492,-0.006822105639137432,0.033441911325117445,0.00792799084446738,1
2010-04-05,^GSPC,1178.7099609375,1187.72998046875,1178.7099609375,1187.43994140625,3881620000.0,0.00792799084446738,0.007896729443087884,0.0045428023665960195,0.0049616936881710675,0.005389426695758932,,0.021533686622150272,,,0.016887585378239978,0.03209874866551421,0.07056618404742698,0.03708358369734732,0.0,0.007652450416280487,-0.03125881298869193,17.020000457763672,-0.025758378550526317,0.033352466895113814,0.0016842957106795176,1
2010-04-06,^GSPC,1186.010009765625,1191.800048828125,1182.77001953125,1189.43994140625,4086180000.0,0.0016842957106795176,0.001682878875349027,0.004199655938726257,0.004701776682778085,0.005354098475887088,,0.021017063407638537,,,0.020339153435829038,0.025856848428391865,0.07349205415377935,0.03701892069654722,0.0,0.007634645068576917,0.052699646024082725,16.229999542236328,-0.04641603374146708,0.034202786560876025,-0.005876707172041695,0
2010-04-07,^GSPC,1188.22998046875,1189.5999755859375,1177.25,1182.449951171875,5101430000.0,-0.005876707172041695,-0.005894042967262019,0.005350553397852908,0.0049706616537866346,0.004872326592958551,,0.013190424270371759,,,0.013595166953463522,0.01392544291194353,0.080257607843369,0.04068752676485832,-0.005876707172041695,0.010490529272404014,0.24845944133640718,16.6200008392334,0.024029655452678655,0.031450531657768274,0.003374341747336196,1
2010-04-08,^GSPC,1181.75,1188.550048828125,1175.1199951171875,1186.43994140625,4726970000.0,0.003374341747336196,0.0033686614308549275,0.005148936225520631,0.004993077245636937,0.004686194699133231,,0.014834054706286848,,,0.011268109163878437,0.017678380319981812,0.07346816247089993,0.0355770248101015,-0.002522195443052988,0.011428665810080174,-0.07340294780091072,16.479999542236328,-0.008423663653889912,0.030355319375552546,0.00668390656297202,1
2010-04-09,^GSPC,1187.469970703125,1194.6600341796875,1187.1500244140625,1194.3699951171875,4511570000.0,0.00668390656297202,0.00666166829683167,0.005416206417779311,0.004829801078854834,0.004671907771189342,,0.019692590313993952,,,0.017983904160755237,0.02971805326113164,0.0828966748582558,0.03997530235378055,0.0,0.00632608314971117,-0.045568302739386946,16.139999389648438,-0.02063107779320683,0.030464624874114575,0.0017666094762833762,1
2010-04-12,^GSPC,1194.93994140625,1199.199951171875,1194.7099609375,1196.47998046875,4607090000.0,0.0017666094762833762,0.0017650508571401095,0.004812648117333192,0.004752574750667426,0.004669004124848385,,0.01947080839575599,,,0.02313086333977421,0.026307820599862808,0.08328730096943171,0.05321157857885983,0.0,0.003758226164659817,0.021172230509556522,15.579999923706056,-0.03469637466662745,0.030603360286550245,0.0006854008197059169,1
2010-04-13,^GSPC,1195.93994140625,1199.0400390625,1188.8199462890625,1197.300048828125,5403580000.0,0.0006854008197059169,0.0006851660398368415,0.004512448659225933,0.004505472325088732,0.0044615651824788,,0.018140002110856646,,,0.01629749056962515,0.019699024857672054,0.0731284032115902,,0.0,0.008596838238910554,0.1728835338575978,16.200000762939453,0.039794662533343184,0.0317488404939203,0.011150066851666862,1
2010-04-14,^GSPC,1198.68994140625,1210.6500244140625,1198.68994140625,1210.6500244140625,5760040000.0,0.011150066851666862,0.011088363099908616,0.005278970729079063,0.004735505574512043,0.004741036172122484,,0.02725649969632804,,,0.0195463216272862,0.03676399718083756,0.08257098745622304,0.052528663807467124,0.0,0.009977628571556485,0.06596737718327472,15.59000015258789,-0.03765435689034369,0.03228629830368826,0.0008425387276917995,1
2010-04-15,^GSPC,1210.77001953125,1213.9200439453125,1208.5,1211.6700439453125,5995330000.0,0.0008425387276917995,0.0008421839911768203,0.005317566192315755,0.004604867430842036,0.00473492952152423,,0.026142900267526414,,,0.01868955444087428,0.03940883759212377,0.08301826226540432,0.06469895816975635,0.0,0.004484934998189916,0.04084867466198161,15.890000343322754,0.019243116600294874,0.03259383085750435,-0.016126534744455467,0
2010-04-16,^GSPC,1210.1700439453125,1210.1700439453125,1186.77001953125,1192.1300048828125,8108470000.0,-0.016126534744455467,-0.016257982418547083,0.008512022742010846,0.006841325562359837,0.005840695398066887,,0.00847168325221026,,,0.008186438420792364,0.021892901371340923,0.06158671735129695,0.06775761835183203,-0.016126534744455467,0.019717404407725958,0.3524643347405396,18.36000061035156,0.15544368871374759,0.043835436313347305,0.004521331252766547,1
2010-04-19,^GSPC,1192.06005859375,1197.8699951171875,1183.6800537109375,1197.52001953125,6597740000.0,0.004521331252766547,0.004511140739529798,0.008571760638137067,0.006794474985388918,0.005409690629149823,,0.011421928179904617,,,0.009338928788815926,0.02071227002176035,0.051655458752625005,0.09687111528139702,-0.011678116897227753,0.011987987262067401,-0.18631505080489907,17.34000015258789,-0.05555557864135263,0.043141890695968244,0.008058340784849571,1
